ParaconsistentFrobeniusClosure.inc_band_collapse	⊢∈⊤◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⊣	clean
ParaconsistentFrobeniusClosure.inc_bor_collapse	⊢∈⊤◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⊣	clean
ParaconsistentFrobeniusClosure.inc_image_singleton	⊢∈⊤◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈∈⊤◻⋈◻⋈◻⋈◻⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⊣	clean
ParaconsistentFrobeniusClosure.frobenius_roundtrip	⊢◻⋈⊙⊣	clean
ParaconsistentFrobeniusClosure.only_B_is_fixed_point	⊢∈⊤◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⋈⊙⊥◻⋈◻⋈⊙∋◻≺⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈⊙⋈⊙⋈⊙⋈⊙⊣	clean
ParaconsistentFrobeniusClosure.frobenius_closure	⊢∈⊤◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⊣	clean
ParaconsistentFrobeniusClosure.inc_always_B	⊢∈⊤◻⋈◻⋈◻⋈⊙⋈◻⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⊣	clean
ParaconsistentFrobeniusClosure.B_band_B	⊢◻⋈◻⋈◻⋈◻⋈◻⊣	clean
ParaconsistentFrobeniusClosure.frobenius_closure_complete_verification	⊢◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⊣	clean
ParaconsistentFrobeniusClosure.kernel_verification	⊢◻⊣	clean
ParaconsistentFrobeniusClosure.inc_bnot_stable	⊢∈⊤◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⊣	clean
ParaconsistentFrobeniusClosure.frobenius_closure_decidable	⊢∈⊤◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⊥⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈≺⋈◻⋈⊙⋈◻⋈⊙⊥◻⋈◻⋈⊙∋⊣	clean
ParaconsistentFrobeniusClosure.inc_band_inc	⊢◻⋈⊙◻◻⋈⊙◻≻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈⊙⋈≻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⋈⊙⋈◻⋈⊙⋈◻⋈◻⋈◻⋈◻⋈◻⊣	clean
